Sample name,lineages,abundances,scheme,tool,Background,expected_abundance,percent_of_expected
o1o2,BA.1.X,0.221,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.375,58.93333333333334
o1o2o3o4o5,BA.1.X,0.135,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.25,54.0
0adgio1,BA.1.X,0.028300000000000006,kallisto: NWRB,kallisto,NWRB,0.125,22.640000000000004
0adgio1-2,BA.1.X,0.0378,kallisto: NWRB,kallisto,NWRB,0.14285714285714288,26.459999999999994
0adgio1o2o3o4o5,BA.1.X,0.028500000000000004,kallisto: NWRB,kallisto,NWRB,0.06666666666666667,42.75000000000001
0agio1o2,BA.1.X,0.0813,kallisto: NWRB,kallisto,NWRB,0.1875,43.36
0aio1o2o3o4o5,BA.1.X,0.043800000000000006,kallisto: NWRB,kallisto,NWRB,0.125,35.040000000000006
adgio1o2o3,BA.1.X,0.09200000000000001,kallisto: NWRB,kallisto,NWRB,0.1875,49.06666666666668
o1-2,BA.1.X,0.6654,kallisto: NWRB,kallisto,NWRB,1.0,66.53999999999999
o1o2,BA.1.X,0.15280000000000002,kallisto: NWRB,kallisto,NWRB,0.375,40.74666666666667
o1o2o3o4o5,BA.1.X,0.10490000000000001,kallisto: NWRB,kallisto,NWRB,0.25,41.96
0adgio1,BA.1.X,0.04020000000000001,kallisto: PWRB,kallisto,PWRB,0.125,32.160000000000004
0adgio1-2,BA.1.X,0.04409999999999999,kallisto: PWRB,kallisto,PWRB,0.14285714285714288,30.86999999999999
0adgio1o2o3o4o5,BA.1.X,0.0279,kallisto: PWRB,kallisto,PWRB,0.06666666666666667,41.85
0agio1o2,BA.1.X,0.0758,kallisto: PWRB,kallisto,PWRB,0.1875,40.42666666666667
0aio1o2o3o4o5,BA.1.X,0.044,kallisto: PWRB,kallisto,PWRB,0.125,35.199999999999996
adgio1o2o3,BA.1.X,0.09850000000000002,kallisto: PWRB,kallisto,PWRB,0.1875,52.533333333333346
o1-2,BA.1.X,0.6962000000000002,kallisto: PWRB,kallisto,PWRB,1.0,69.62000000000002
o1o2,BA.1.X,0.15489999999999998,kallisto: PWRB,kallisto,PWRB,0.375,41.306666666666665
o1o2o3o4o5,BA.1.X,0.1059,kallisto: PWRB,kallisto,PWRB,0.25,42.36
0adgio1,BA.1.X,0.0318,kallisto: WB,kallisto,WB,0.125,25.44
0adgio1-2,BA.1.X,0.033499999999999995,kallisto: WB,kallisto,WB,0.14285714285714288,23.449999999999992
0adgio1o2o3o4o5,BA.1.X,0.024399999999999998,kallisto: WB,kallisto,WB,0.06666666666666667,36.6
0agio1o2,BA.1.X,0.0609,kallisto: WB,kallisto,WB,0.1875,32.480000000000004
0aio1o2o3o4o5,BA.1.X,0.040900000000000006,kallisto: WB,kallisto,WB,0.125,32.720000000000006
adgio1o2o3,BA.1.X,0.08510000000000001,kallisto: WB,kallisto,WB,0.1875,45.38666666666667
o1-2,BA.1.X,0.6842,kallisto: WB,kallisto,WB,1.0,68.42
o1o2,BA.1.X,0.16440000000000002,kallisto: WB,kallisto,WB,0.375,43.84
o1o2o3o4o5,BA.1.X,0.09910000000000001,kallisto: WB,kallisto,WB,0.25,39.64
0adgio1,BA.1.X,0.4595,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.125,367.6
0adgio1-2,BA.1.X,0.3727,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.14285714285714288,260.88999999999993
0adgio1o2o3o4o5,BA.1.X,0.3019,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.06666666666666667,452.85
0agio1o2,BA.1.X,0.3372,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.1875,179.84
0aio1o2o3o4o5,BA.1.X,0.248,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.125,198.4
adgio1o2o3,BA.1.X,0.492,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.1875,262.40000000000003
o1-2,BA.1.X,0.612,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,1.0,61.199999999999996
o1o2,BA.1.X,0.4385,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.375,116.93333333333334
o1o2o3o4o5,BA.1.X,0.3755,Kraken 2 (C-WAP): NWRB,Kraken 2 (C-WAP),NWRB,0.25,150.2
0adgio1,BA.1.X,0.4024,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.125,321.91999999999996
0adgio1-2,BA.1.X,0.383,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.14285714285714288,268.09999999999997
0adgio1o2o3o4o5,BA.1.X,0.2968,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.06666666666666667,445.2
0agio1o2,BA.1.X,0.3036,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.1875,161.92
0aio1o2o3o4o5,BA.1.X,0.2566,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.125,205.28
adgio1o2o3,BA.1.X,0.4564,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.1875,243.4133333333333
o1-2,BA.1.X,0.616,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,1.0,61.6
o1o2,BA.1.X,0.428,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.375,114.13333333333333
o1o2o3o4o5,BA.1.X,0.3787,Kraken 2 (C-WAP): PWRB,Kraken 2 (C-WAP),PWRB,0.25,151.48
0adgio1,BA.1.X,0.4493,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.125,359.44
0adgio1-2,BA.1.X,0.4016,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.14285714285714288,281.11999999999995
0adgio1o2o3o4o5,BA.1.X,0.2809,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.06666666666666667,421.34999999999997
0agio1o2,BA.1.X,0.3391,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.1875,180.85333333333332
0aio1o2o3o4o5,BA.1.X,0.2542,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.125,203.35999999999999
adgio1o2o3,BA.1.X,0.4768,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.1875,254.29333333333335
o1-2,BA.1.X,0.6978,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,1.0,69.78
o1o2,BA.1.X,0.4833,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.375,128.88
o1o2o3o4o5,BA.1.X,0.3558,Kraken 2 (C-WAP): WB,Kraken 2 (C-WAP),WB,0.25,142.32
0adgio1,BA.1.X,0.0518,LCS: NWRB,LCS,NWRB,0.125,41.44
0adgio1-2,BA.1.X,0.0637,LCS: NWRB,LCS,NWRB,0.14285714285714288,44.589999999999996
0adgio1o2o3o4o5,BA.1.X,0.033,LCS: NWRB,LCS,NWRB,0.06666666666666667,49.50000000000001
0agio1o2,BA.1.X,0.1516,LCS: NWRB,LCS,NWRB,0.1875,80.85333333333334
0aio1o2o3o4o5,BA.1.X,0.0699,LCS: NWRB,LCS,NWRB,0.125,55.92
adgio1o2o3,BA.1.X,0.1518,LCS: NWRB,LCS,NWRB,0.1875,80.96
o1-2,BA.1.X,0.9419,LCS: NWRB,LCS,NWRB,1.0,94.19
o1o2,BA.1.X,0.2498,LCS: NWRB,LCS,NWRB,0.375,66.61333333333333
o1o2o3o4o5,BA.1.X,0.1567,LCS: NWRB,LCS,NWRB,0.25,62.68
0adgio1,BA.1.X,0.0518,LCS: PWRB,LCS,PWRB,0.125,41.44
0adgio1-2,BA.1.X,0.0637,LCS: PWRB,LCS,PWRB,0.14285714285714288,44.589999999999996
0adgio1o2o3o4o5,BA.1.X,0.033,LCS: PWRB,LCS,PWRB,0.06666666666666667,49.50000000000001
0agio1o2,BA.1.X,0.1516,LCS: PWRB,LCS,PWRB,0.1875,80.85333333333334
0aio1o2o3o4o5,BA.1.X,0.0699,LCS: PWRB,LCS,PWRB,0.125,55.92
adgio1o2o3,BA.1.X,0.1518,LCS: PWRB,LCS,PWRB,0.1875,80.96
o1-2,BA.1.X,0.9419,LCS: PWRB,LCS,PWRB,1.0,94.19
o1o2,BA.1.X,0.2498,LCS: PWRB,LCS,PWRB,0.375,66.61333333333333
o1o2o3o4o5,BA.1.X,0.1567,LCS: PWRB,LCS,PWRB,0.25,62.68
0adgio1,BA.1.X,0.0439,LCS: WB,LCS,WB,0.125,35.120000000000005
0adgio1-2,BA.1.X,0.0623,LCS: WB,LCS,WB,0.14285714285714288,43.60999999999999
0adgio1o2o3o4o5,BA.1.X,0.0688,LCS: WB,LCS,WB,0.06666666666666667,103.2
0agio1o2,BA.1.X,0.1254,LCS: WB,LCS,WB,0.1875,66.88000000000001
0aio1o2o3o4o5,BA.1.X,0.0917,LCS: WB,LCS,WB,0.125,73.36
adgio1o2o3,BA.1.X,0.1617,LCS: WB,LCS,WB,0.1875,86.24000000000001
o1-2,BA.1.X,0.9011,LCS: WB,LCS,WB,1.0,90.11
o1o2,BA.1.X,0.238,LCS: WB,LCS,WB,0.375,63.46666666666666
o1o2o3o4o5,BA.1.X,0.1547,LCS: WB,LCS,WB,0.25,61.88
0adgio1,BA.1.X,0.0498,LolliPop: NWRB,LolliPop,NWRB,0.125,39.839999999999996
0adgio1-2,BA.1.X,0.067,LolliPop: NWRB,LolliPop,NWRB,0.14285714285714288,46.9
0adgio1o2o3o4o5,BA.1.X,0.0297,LolliPop: NWRB,LolliPop,NWRB,0.06666666666666667,44.55
0agio1o2,BA.1.X,0.1164,LolliPop: NWRB,LolliPop,NWRB,0.1875,62.08
0aio1o2o3o4o5,BA.1.X,0.0508,LolliPop: NWRB,LolliPop,NWRB,0.125,40.64
adgio1o2o3,BA.1.X,0.1088,LolliPop: NWRB,LolliPop,NWRB,0.1875,58.02666666666666
o1-2,BA.1.X,0.8225,LolliPop: NWRB,LolliPop,NWRB,1.0,82.25
o1o2,BA.1.X,0.1928,LolliPop: NWRB,LolliPop,NWRB,0.375,51.413333333333334
o1o2o3o4o5,BA.1.X,0.1316,LolliPop: NWRB,LolliPop,NWRB,0.25,52.64
0adgio1,BA.1.X,0.0768,LolliPop: PWRB,LolliPop,PWRB,0.125,61.44
0adgio1-2,BA.1.X,0.0655,LolliPop: PWRB,LolliPop,PWRB,0.14285714285714288,45.849999999999994
0adgio1o2o3o4o5,BA.1.X,0.0276,LolliPop: PWRB,LolliPop,PWRB,0.06666666666666667,41.4
0agio1o2,BA.1.X,0.0919,LolliPop: PWRB,LolliPop,PWRB,0.1875,49.01333333333333
0aio1o2o3o4o5,BA.1.X,0.0486,LolliPop: PWRB,LolliPop,PWRB,0.125,38.879999999999995
adgio1o2o3,BA.1.X,0.1017,LolliPop: PWRB,LolliPop,PWRB,0.1875,54.24
o1-2,BA.1.X,0.8379,LolliPop: PWRB,LolliPop,PWRB,1.0,83.78999999999999
o1o2,BA.1.X,0.1792,LolliPop: PWRB,LolliPop,PWRB,0.375,47.78666666666667
o1o2o3o4o5,BA.1.X,0.1106,LolliPop: PWRB,LolliPop,PWRB,0.25,44.24
0adgio1,BA.1.X,0.0653,LolliPop: WB,LolliPop,WB,0.125,52.239999999999995
0adgio1-2,BA.1.X,0.0667,LolliPop: WB,LolliPop,WB,0.14285714285714288,46.68999999999999
0adgio1o2o3o4o5,BA.1.X,0.0261,LolliPop: WB,LolliPop,WB,0.06666666666666667,39.15
0agio1o2,BA.1.X,0.0937,LolliPop: WB,LolliPop,WB,0.1875,49.973333333333336
0aio1o2o3o4o5,BA.1.X,0.0494,LolliPop: WB,LolliPop,WB,0.125,39.519999999999996
adgio1o2o3,BA.1.X,0.1082,LolliPop: WB,LolliPop,WB,0.1875,57.70666666666667
o1-2,BA.1.X,0.8106,LolliPop: WB,LolliPop,WB,1.0,81.06
o1o2,BA.1.X,0.2089,LolliPop: WB,LolliPop,WB,0.375,55.70666666666667
o1o2o3o4o5,BA.1.X,0.1153,LolliPop: WB,LolliPop,WB,0.25,46.12
0agio1o2,BA.1.X,0.1249,VaQuERo: NWRB,VaQuERo,NWRB,0.1875,66.61333333333333
adgio1o2o3,BA.1.X,0.1463,VaQuERo: NWRB,VaQuERo,NWRB,0.1875,78.02666666666667
o1-2,BA.1.X,0.8269,VaQuERo: NWRB,VaQuERo,NWRB,1.0,82.69
o1o2,BA.1.X,0.2132,VaQuERo: NWRB,VaQuERo,NWRB,0.375,56.85333333333333
o1o2o3o4o5,BA.1.X,0.1353,VaQuERo: NWRB,VaQuERo,NWRB,0.25,54.120000000000005
0adgio1,BA.1.X,0.0847,VaQuERo: PWRB,VaQuERo,PWRB,0.125,67.75999999999999
0adgio1-2,BA.1.X,0.0799,VaQuERo: PWRB,VaQuERo,PWRB,0.14285714285714288,55.92999999999999
0agio1o2,BA.1.X,0.1068,VaQuERo: PWRB,VaQuERo,PWRB,0.1875,56.96
0aio1o2o3o4o5,BA.1.X,0.0636,VaQuERo: PWRB,VaQuERo,PWRB,0.125,50.88
adgio1o2o3,BA.1.X,0.1326,VaQuERo: PWRB,VaQuERo,PWRB,0.1875,70.72
o1-2,BA.1.X,0.8436,VaQuERo: PWRB,VaQuERo,PWRB,1.0,84.36
o1o2,BA.1.X,0.1988,VaQuERo: PWRB,VaQuERo,PWRB,0.375,53.013333333333335
o1o2o3o4o5,BA.1.X,0.1303,VaQuERo: PWRB,VaQuERo,PWRB,0.25,52.12
0adgio1,BA.1.X,0.0639,VaQuERo: WB,VaQuERo,WB,0.125,51.12
0adgio1-2,BA.1.X,0.0588,VaQuERo: WB,VaQuERo,WB,0.14285714285714288,41.15999999999999
0agio1o2,BA.1.X,0.1047,VaQuERo: WB,VaQuERo,WB,0.1875,55.84
0aio1o2o3o4o5,BA.1.X,0.042,VaQuERo: WB,VaQuERo,WB,0.125,33.6
adgio1o2o3,BA.1.X,0.1472,VaQuERo: WB,VaQuERo,WB,0.1875,78.50666666666667
o1-2,BA.1.X,0.8201,VaQuERo: WB,VaQuERo,WB,1.0,82.01
o1o2,BA.1.X,0.2299,VaQuERo: WB,VaQuERo,WB,0.375,61.306666666666665
o1o2o3o4o5,BA.1.X,0.1299,VaQuERo: WB,VaQuERo,WB,0.25,51.959999999999994
0adgio1o2o3o4o5,BA.2.X,0.14400000000000004,Alcov: NWRB,Alcov,NWRB,0.13333333333333333,108.00000000000003
0agio1o2,BA.2.X,0.25500000000000006,Alcov: NWRB,Alcov,NWRB,0.3125,81.60000000000002
0aio1o2o3o4o5,BA.2.X,0.05400000000000001,Alcov: NWRB,Alcov,NWRB,0.125,43.20000000000001
adgio1o2o3,BA.2.X,0.22400000000000003,Alcov: NWRB,Alcov,NWRB,0.1875,119.46666666666668
o1o2,BA.2.X,0.673,Alcov: NWRB,Alcov,NWRB,0.625,107.67999999999999
o1o2o3o4o5,BA.2.X,0.25300000000000006,Alcov: NWRB,Alcov,NWRB,0.25,101.20000000000002
o2-2,BA.2.X,0.9490000000000001,Alcov: NWRB,Alcov,NWRB,1.0,94.9
o2-3,BA.2.X,0.9430000000000001,Alcov: NWRB,Alcov,NWRB,1.0,94.30000000000001
o2o3o4o5,BA.2.X,0.19500000000000006,Alcov: NWRB,Alcov,NWRB,0.25,78.00000000000003
o2o3o4o5-2,BA.2.X,0.22900000000000004,Alcov: NWRB,Alcov,NWRB,0.25,91.60000000000001
o2o3o4o5-3,BA.2.X,0.20500000000000007,Alcov: NWRB,Alcov,NWRB,0.25,82.00000000000003
0adgio1o2o3o4o5,BA.2.X,0.15900000000000003,Alcov: PWRB,Alcov,PWRB,0.13333333333333333,119.25000000000003
0agio1o2,BA.2.X,0.23400000000000004,Alcov: PWRB,Alcov,PWRB,0.3125,74.88000000000001
0aio1o2o3o4o5,BA.2.X,0.08000000000000002,Alcov: PWRB,Alcov,PWRB,0.125,64.00000000000001
adgio1o2o3,BA.2.X,0.24000000000000005,Alcov: PWRB,Alcov,PWRB,0.1875,128.00000000000003
o1o2,BA.2.X,0.7110000000000001,Alcov: PWRB,Alcov,PWRB,0.625,113.76000000000002
o1o2o3o4o5,BA.2.X,0.32000000000000006,Alcov: PWRB,Alcov,PWRB,0.25,128.00000000000003
o2-2,BA.2.X,0.9670000000000001,Alcov: PWRB,Alcov,PWRB,1.0,96.7
o2-3,BA.2.X,0.9490000000000001,Alcov: PWRB,Alcov,PWRB,1.0,94.9
o2o3o4o5,BA.2.X,0.28700000000000003,Alcov: PWRB,Alcov,PWRB,0.25,114.80000000000001
o2o3o4o5-2,BA.2.X,0.28,Alcov: PWRB,Alcov,PWRB,0.25,112.00000000000001
o2o3o4o5-3,BA.2.X,0.36400000000000005,Alcov: PWRB,Alcov,PWRB,0.25,145.60000000000002
0adgio1o2o3o4o5,BA.2.X,0.027000000000000003,Alcov: WB,Alcov,WB,0.13333333333333333,20.25
0agio1o2,BA.2.X,0.21800000000000005,Alcov: WB,Alcov,WB,0.3125,69.76000000000002
0aio1o2o3o4o5,BA.2.X,0.004,Alcov: WB,Alcov,WB,0.125,3.2
adgio1o2o3,BA.2.X,0.17700000000000005,Alcov: WB,Alcov,WB,0.1875,94.40000000000003
o1o2,BA.2.X,0.665,Alcov: WB,Alcov,WB,0.625,106.4
o1o2o3o4o5,BA.2.X,0.21900000000000003,Alcov: WB,Alcov,WB,0.25,87.60000000000001
o2-2,BA.2.X,0.9580000000000001,Alcov: WB,Alcov,WB,1.0,95.80000000000001
o2-3,BA.2.X,0.9570000000000001,Alcov: WB,Alcov,WB,1.0,95.7
o2o3o4o5,BA.2.X,0.18600000000000003,Alcov: WB,Alcov,WB,0.25,74.4
o2o3o4o5-2,BA.2.X,0.19600000000000004,Alcov: WB,Alcov,WB,0.25,78.40000000000002
o2o3o4o5-3,BA.2.X,0.14800000000000002,Alcov: WB,Alcov,WB,0.25,59.20000000000001
0adgio1o2o3o4o5,BA.2.X,0.09067082,Freyja: NWRB,Freyja,NWRB,0.13333333333333333,68.00311500000001
0agio1o2,BA.2.X,0.29962208000000007,Freyja: NWRB,Freyja,NWRB,0.3125,95.87906560000002
0aio1o2o3o4o5,BA.2.X,0.07415906,Freyja: NWRB,Freyja,NWRB,0.125,59.327248
adgio1o2o3,BA.2.X,0.26586356999999994,Freyja: NWRB,Freyja,NWRB,0.1875,141.79390399999997
o1o2,BA.2.X,0.6979671500000001,Freyja: NWRB,Freyja,NWRB,0.625,111.67474400000002
o1o2o3o4o5,BA.2.X,0.22555888,Freyja: NWRB,Freyja,NWRB,0.25,90.223552
o2-2,BA.2.X,0.97439427,Freyja: NWRB,Freyja,NWRB,1.0,97.439427
o2-3,BA.2.X,0.9725073000000001,Freyja: NWRB,Freyja,NWRB,1.0,97.25073
o2o3o4o5,BA.2.X,0.12009365,Freyja: NWRB,Freyja,NWRB,0.25,48.037459999999996
o2o3o4o5-2,BA.2.X,0.18026747000000007,Freyja: NWRB,Freyja,NWRB,0.25,72.10698800000003
o2o3o4o5-3,BA.2.X,0.17479946999999998,Freyja: NWRB,Freyja,NWRB,0.25,69.919788
0adgio1o2o3o4o5,BA.2.X,0.16301464,Freyja: PWRB,Freyja,PWRB,0.13333333333333333,122.26097999999999
0agio1o2,BA.2.X,0.33773129,Freyja: PWRB,Freyja,PWRB,0.3125,108.07401279999999
0aio1o2o3o4o5,BA.2.X,0.11296658999999999,Freyja: PWRB,Freyja,PWRB,0.125,90.373272
adgio1o2o3,BA.2.X,0.28841134000000007,Freyja: PWRB,Freyja,PWRB,0.1875,153.81938133333338
o1o2,BA.2.X,0.7262236200000001,Freyja: PWRB,Freyja,PWRB,0.625,116.19577920000002
o1o2o3o4o5,BA.2.X,0.26739167,Freyja: PWRB,Freyja,PWRB,0.25,106.95666800000001
o2-2,BA.2.X,0.9758153900000002,Freyja: PWRB,Freyja,PWRB,1.0,97.58153900000002
o2-3,BA.2.X,0.97720627,Freyja: PWRB,Freyja,PWRB,1.0,97.72062700000001
o2o3o4o5,BA.2.X,0.23484032000000002,Freyja: PWRB,Freyja,PWRB,0.25,93.93612800000001
o2o3o4o5-2,BA.2.X,0.26397612,Freyja: PWRB,Freyja,PWRB,0.25,105.590448
o2o3o4o5-3,BA.2.X,0.35378464000000004,Freyja: PWRB,Freyja,PWRB,0.25,141.513856
0adgio1o2o3o4o5,BA.2.X,0.06781392,Freyja: WB,Freyja,WB,0.13333333333333333,50.86044
0agio1o2,BA.2.X,0.27988763999999994,Freyja: WB,Freyja,WB,0.3125,89.56404479999998
0aio1o2o3o4o5,BA.2.X,0.05813136000000001,Freyja: WB,Freyja,WB,0.125,46.50508800000001
adgio1o2o3,BA.2.X,0.21952261999999997,Freyja: WB,Freyja,WB,0.1875,117.07873066666666
o1o2,BA.2.X,0.68370294,Freyja: WB,Freyja,WB,0.625,109.3924704
o1o2o3o4o5,BA.2.X,0.21348283,Freyja: WB,Freyja,WB,0.25,85.39313200000001
o2-2,BA.2.X,0.9745583600000001,Freyja: WB,Freyja,WB,1.0,97.455836
o2-3,BA.2.X,0.9743116999999999,Freyja: WB,Freyja,WB,1.0,97.43117
o2o3o4o5,BA.2.X,0.12619523,Freyja: WB,Freyja,WB,0.25,50.478092
o2o3o4o5-2,BA.2.X,0.17327346,Freyja: WB,Freyja,WB,0.25,69.309384
o2o3o4o5-3,BA.2.X,0.10214341,Freyja: WB,Freyja,WB,0.25,40.857364000000004
0adgio1o2o3o4o5,BA.2.X,0.209,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.13333333333333333,156.75
0agio1o2,BA.2.X,0.243,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.3125,77.75999999999999
0aio1o2o3o4o5,BA.2.X,0.17500000000000002,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,140.0
adgio1o2o3,BA.2.X,0.32199999999999995,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.1875,171.73333333333332
o1o2,BA.2.X,0.586,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.625,93.76
o1o2o3o4o5,BA.2.X,0.344,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.25,137.6
o2-2,BA.2.X,0.8,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,80.0
o2-3,BA.2.X,0.799,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,79.9
o2o3o4o5,BA.2.X,0.377,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.25,150.8
o2o3o4o5-2,BA.2.X,0.37,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.25,148.0
o2o3o4o5-3,BA.2.X,0.37199999999999994,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.25,148.79999999999998
0adgio1o2o3o4o5,BA.2.X,0.244,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.13333333333333333,183.0
0agio1o2,BA.2.X,0.28800000000000003,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.3125,92.16000000000001
0aio1o2o3o4o5,BA.2.X,0.153,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,122.39999999999999
adgio1o2o3,BA.2.X,0.3420000000000001,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.1875,182.40000000000006
o1o2,BA.2.X,0.605,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.625,96.8
o1o2o3o4o5,BA.2.X,0.35000000000000003,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.25,140.0
o2-2,BA.2.X,0.8130000000000001,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,81.30000000000001
o2-3,BA.2.X,0.841,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,84.1
o2o3o4o5,BA.2.X,0.466,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.25,186.4
o2o3o4o5-2,BA.2.X,0.365,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.25,146.0
o2o3o4o5-3,BA.2.X,0.45999999999999996,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.25,184.0
0adgio1o2o3o4o5,BA.2.X,0.20700000000000002,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.13333333333333333,155.25000000000003
0agio1o2,BA.2.X,0.21,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.3125,67.19999999999999
0aio1o2o3o4o5,BA.2.X,0.16,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,128.0
adgio1o2o3,BA.2.X,0.361,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.1875,192.53333333333333
o1o2,BA.2.X,0.559,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.625,89.44000000000001
o1o2o3o4o5,BA.2.X,0.31800000000000006,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.25,127.20000000000002
o2-2,BA.2.X,0.803,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,80.30000000000001
o2-3,BA.2.X,0.8360000000000001,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,83.60000000000001
o2o3o4o5,BA.2.X,0.438,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.25,175.2
o2o3o4o5-2,BA.2.X,0.39,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.25,156.0
o2o3o4o5-3,BA.2.X,0.34800000000000003,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.25,139.20000000000002
0adgio1o2o3o4o5,BA.2.X,0.08570000000000003,kallisto: NWRB,kallisto,NWRB,0.13333333333333333,64.27500000000002
0agio1o2,BA.2.X,0.1114,kallisto: NWRB,kallisto,NWRB,0.3125,35.648
0aio1o2o3o4o5,BA.2.X,0.08990000000000002,kallisto: NWRB,kallisto,NWRB,0.125,71.92000000000002
adgio1o2o3,BA.2.X,0.11180000000000002,kallisto: NWRB,kallisto,NWRB,0.1875,59.62666666666669
o1o2,BA.2.X,0.36200000000000004,kallisto: NWRB,kallisto,NWRB,0.625,57.92
o1o2o3o4o5,BA.2.X,0.17580000000000004,kallisto: NWRB,kallisto,NWRB,0.25,70.32000000000002
o2-2,BA.2.X,0.5327000000000001,kallisto: NWRB,kallisto,NWRB,1.0,53.27
o2-3,BA.2.X,0.5457999999999998,kallisto: NWRB,kallisto,NWRB,1.0,54.579999999999984
o2o3o4o5,BA.2.X,0.1394,kallisto: NWRB,kallisto,NWRB,0.25,55.76
o2o3o4o5-2,BA.2.X,0.15879999999999997,kallisto: NWRB,kallisto,NWRB,0.25,63.51999999999999
o2o3o4o5-3,BA.2.X,0.1312,kallisto: NWRB,kallisto,NWRB,0.25,52.480000000000004
0adgio1o2o3o4o5,BA.2.X,0.10030000000000001,kallisto: PWRB,kallisto,PWRB,0.13333333333333333,75.22500000000001
0agio1o2,BA.2.X,0.1677,kallisto: PWRB,kallisto,PWRB,0.3125,53.664
0aio1o2o3o4o5,BA.2.X,0.08559999999999998,kallisto: PWRB,kallisto,PWRB,0.125,68.47999999999999
adgio1o2o3,BA.2.X,0.13220000000000004,kallisto: PWRB,kallisto,PWRB,0.1875,70.50666666666669
o1o2,BA.2.X,0.43379999999999996,kallisto: PWRB,kallisto,PWRB,0.625,69.40799999999999
o1o2o3o4o5,BA.2.X,0.2024,kallisto: PWRB,kallisto,PWRB,0.25,80.96
o2-2,BA.2.X,0.6077000000000001,kallisto: PWRB,kallisto,PWRB,1.0,60.77000000000001
